link,asin,title,avg_rating,tot_rev,price,condition,seller,joinkey,qty
https://www.amazon.com/gp/offer-listing/B07NLRV635,B07NLRV635,"MECHREVO 256GB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro (256)",4,1,$104.99 ,New,skycloudty,skycloudty_fulfillmentbyamazon_B07NLRV635,3
https://www.amazon.com/gp/offer-listing/B07QBR2NSK,B07QBR2NSK,"OWC 1.0TB Aura Pro X2 Complete SSD Upgrade Solution with Tools & OWC Envoy Pro Enclosure for MacBook Air (Mid 2013-2017) and MacBook Pro (Retina, Late 2013 - Mid 2015), (OWCS3DAPT4MB10K)",4.2,8,$319.99 ,New,owc(otherworldcomputing),owc(otherworldcomputing)_fulFillSELF_B07QBR2NSK,34
https://www.amazon.com/gp/offer-listing/B07LFN4KH7,B07LFN4KH7,"Feather M13 NVMe SSD Upgrade for Apple MacBook Pro 2013-2015, MacBook Air 2013-2017, iMac 2013-2017 (256GB)",4.1,17,$115.50 ,New,fledging,fledging_fulfillmentbyamazon_B07LFN4KH7,1
https://www.amazon.com/gp/offer-listing/B07LFN4KH7,B07LFN4KH7,"Feather M13 NVMe SSD Upgrade for Apple MacBook Pro 2013-2015, MacBook Air 2013-2017, iMac 2013-2017 (256GB)",4.1,17,$115.50 ,New,fledging,fledging_fulFillSELF_B07LFN4KH7,40
https://www.amazon.com/gp/offer-listing/B07LFN4KH7,B07LFN4KH7,"Feather M13 NVMe SSD Upgrade for Apple MacBook Pro 2013-2015, MacBook Air 2013-2017, iMac 2013-2017 (256GB)",4.1,17,$115.50 ,New,fledging,fledging_fulFillSELF_B07LFN4KH7,40
https://www.amazon.com/gp/offer-listing/B07K9NMXH2,B07K9NMXH2,MECHREVO 64GB SSD Upgrade Kit Replacement for A1465 A1466 A1398 A1502 and Mac Pro,3.5,18,$174.00 ,New,thisnthatnstuffs,thisnthatnstuffs_fulFillSELF_B07K9NMXH2,1
https://www.amazon.com/gp/offer-listing/B07K9NMXH2,B07K9NMXH2,MECHREVO 64GB SSD Upgrade Kit Replacement for A1465 A1466 A1398 A1502 and Mac Pro,3.5,18,$118.11 ,UsedVeryGood,amazonwarehouse,amazonwarehouse_fulfillmentbyamazon_B07K9NMXH2,1
https://www.amazon.com/gp/offer-listing/B07K9NMXH2,B07K9NMXH2,MECHREVO 64GB SSD Upgrade Kit Replacement for A1465 A1466 A1398 A1502 and Mac Pro,3.5,18,$178.99 ,New,bkbtech,bkbtech_fulFillSELF_B07K9NMXH2,29
https://www.amazon.com/gp/offer-listing/B07K9KP6XH,B07K9KP6XH,MECHREVO 32GB SSD Replacement for Mid 2013 2014 2015 2016 2017 MacBook,3.3,12,$228.00 ,New,thisnthatnstuffs,thisnthatnstuffs_fulFillSELF_B07K9KP6XH,2
https://www.amazon.com/gp/offer-listing/B07K9KP6XH,B07K9KP6XH,MECHREVO 32GB SSD Replacement for Mid 2013 2014 2015 2016 2017 MacBook,3.3,12,$220.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B07K9KP6XH,2
https://www.amazon.com/gp/offer-listing/B07K9KP6XH,B07K9KP6XH,MECHREVO 32GB SSD Replacement for Mid 2013 2014 2015 2016 2017 MacBook,3.3,12,$232.99 ,New,bkbtech,bkbtech_fulFillSELF_B07K9KP6XH,5
https://www.amazon.com/gp/offer-listing/B07N374BL1,B07N374BL1,"MECHREVO 2TB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",5,0,$501.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B07N374BL1,5
https://www.amazon.com/gp/offer-listing/B07N374BL1,B07N374BL1,"MECHREVO 2TB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",5,0,$509.00 ,New,thisnthatnstuffs,thisnthatnstuffs_fulFillSELF_B07N374BL1,2
https://www.amazon.com/gp/offer-listing/B07N374BL1,B07N374BL1,"MECHREVO 2TB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",5,0,$514.00 ,New,skycloudty,skycloudty_fulfillmentbyamazon_B07N374BL1,12
https://www.amazon.com/gp/offer-listing/B07LF4BPJ6,B07LF4BPJ6,"MECHREVO 360GB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",4.5,0,$163.00 ,New,thisnthatnstuffs,thisnthatnstuffs_fulFillSELF_B07LF4BPJ6,2
https://www.amazon.com/gp/offer-listing/B07LF4BPJ6,B07LF4BPJ6,"MECHREVO 360GB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",4.5,0,$155.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B07LF4BPJ6,2
https://www.amazon.com/gp/offer-listing/B07LF4BPJ6,B07LF4BPJ6,"MECHREVO 360GB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",4.5,0,$174.00 ,New,skycloudty,skycloudty_fulfillmentbyamazon_B07LF4BPJ6,18
https://www.amazon.com/gp/offer-listing/B01CU2UWHG,B01CU2UWHG,"OWC Aura SSD 1.0TB, (OWCSSDAB2MB10), for Mid-2013 and Later MacBook Air and Mid 2013-Mid 2015 MacBook Pro with Retina Display",3.7,34,$508.82 ,New,amazonglobalstoreuk,amazonglobalstoreuk_fulFillSELF_B01CU2UWHG,999
https://www.amazon.com/gp/offer-listing/B01CU2UWHG,B01CU2UWHG,"OWC Aura SSD 1.0TB, (OWCSSDAB2MB10), for Mid-2013 and Later MacBook Air and Mid 2013-Mid 2015 MacBook Pro with Retina Display",3.7,34,$558.60 ,New,deals#1,deals#1_fulFillSELF_B01CU2UWHG,1
https://www.amazon.com/gp/offer-listing/B01CU2UWHG,B01CU2UWHG,"OWC Aura SSD 1.0TB, (OWCSSDAB2MB10), for Mid-2013 and Later MacBook Air and Mid 2013-Mid 2015 MacBook Pro with Retina Display",3.7,34,$778.00 ,New,ersazza,ersazza_fulFillSELF_B01CU2UWHG,4
https://www.amazon.com/gp/offer-listing/B01CU2UWHG,B01CU2UWHG,"OWC Aura SSD 1.0TB, (OWCSSDAB2MB10), for Mid-2013 and Later MacBook Air and Mid 2013-Mid 2015 MacBook Pro with Retina Display",3.7,34,$485.50 ,New,consumersupplyco,consumersupplyco_fulFillSELF_B01CU2UWHG,2
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$104.13 ,UsedVeryGood,amazonwarehouse,amazonwarehouse_fulfillmentbyamazon_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$180.43 ,New,onedealoutletonline,onedealoutletonline_fulFillSELF_B075H9G1CH,4
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$175.00 ,New,sabcomputer,sabcomputer_fulFillSELF_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$185.80 ,New,yoko'sstore,yoko'sstore_fulFillSELF_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$191.99 ,New,worldonline,worldonline_fulFillSELF_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$192.99 ,New,amazon.com,amazon.com_fulFillSELF_B075H9G1CH,20
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$199.99 ,New,memoryc,memoryc_fulFillSELF_B075H9G1CH,10
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$199.99 ,New,fastmarketpro,fastmarketpro_fulFillSELF_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$201.52 ,New,napt,napt_fulFillSELF_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B075H9G1CH,B075H9G1CH,Transcend 240GB JetDrive 820 PCIe Gen3 x2 Solid State Drive (TS240GJDM820),4.5,64,$202.34 ,New,goodjapaneseproducts,goodjapaneseproducts_fulFillSELF_B075H9G1CH,1
https://www.amazon.com/gp/offer-listing/B07NBLJTL6,B07NBLJTL6,"1TB SSD Ultra Fast Upgrade for MacBook Pro, MacBook Air, iMac & Mac Pro with macOS Mojave Pre-Installed (2013 2014 2015 2016 2017 A1502 A1398 A1465 A1466) (1TB)",3,0,$299.99 ,New,bkbtech,bkbtech_fulFillSELF_B07NBLJTL6,4
https://www.amazon.com/gp/offer-listing/B07DWRRJ3R,B07DWRRJ3R,"MCE 2TB SSD for MacBook Pro 2015 15-inch Only: PCIe-Based 4 Lane (x4) NVMe 8.0GT/s SSD Flash Storage Upgrade - 2900MB/s Read, 2100MB/s Write, Requires macOS 10.13.x (High Sierra) or Later",4.3,8,$699.99 ,New,maccomponentsengineered,maccomponentsengineered_fulFillSELF_B07DWRRJ3R,42
https://www.amazon.com/gp/offer-listing/B07DWRRJ3R,B07DWRRJ3R,"MCE 2TB SSD for MacBook Pro 2015 15-inch Only: PCIe-Based 4 Lane (x4) NVMe 8.0GT/s SSD Flash Storage Upgrade - 2900MB/s Read, 2100MB/s Write, Requires macOS 10.13.x (High Sierra) or Later",4.3,8,$659.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B07DWRRJ3R,2
https://www.amazon.com/gp/offer-listing/B07DWTG2TK,B07DWTG2TK,"MCE 1TB SSD for MacBook Pro (Retina, 15"", Mid 2015) Only: PCIe-Based 4 Lane (x4) NVMe 8.0GT/s SSD Flash Storage Upgrade - 2900MB/s Read, 2100MB/s Write, Requires macOS 10.13.x (High Sierra) or Later",3.1,5,$399.99 ,New,maccomponentsengineered,maccomponentsengineered_fulFillSELF_B07DWTG2TK,42
https://www.amazon.com/gp/offer-listing/B07DWTG2TK,B07DWTG2TK,"MCE 1TB SSD for MacBook Pro (Retina, 15"", Mid 2015) Only: PCIe-Based 4 Lane (x4) NVMe 8.0GT/s SSD Flash Storage Upgrade - 2900MB/s Read, 2100MB/s Write, Requires macOS 10.13.x (High Sierra) or Later",3.1,5,$379.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B07DWTG2TK,3
https://www.amazon.com/gp/offer-listing/B07QY9G5ML,B07QY9G5ML,"Feather M13 Standard NVMe SSD Upgrade for Apple MacBook Pro 2013-2015, MacBook Air 2013-2017, iMac 2013-2017 (256GB)",5,0,$100.00 ,New,fledging,fledging_fulfillmentbyamazon_B07QY9G5ML,5
https://www.amazon.com/gp/offer-listing/B07QY9G5ML,B07QY9G5ML,"Feather M13 Standard NVMe SSD Upgrade for Apple MacBook Pro 2013-2015, MacBook Air 2013-2017, iMac 2013-2017 (256GB)",5,0,$110.00 ,New,fledging,fledging_fulFillSELF_B07QY9G5ML,10
https://www.amazon.com/gp/offer-listing/B07DSTYXV8,B07DSTYXV8,MCE 1TB SSD for MacBook Air 2015 and MacBook Air 2017: PCIe-Based 4 Lane (x4) NVMe SSD Flash Storage Upgrade - Requires macOS 10.13.x (High Sierra) or Later,4.5,0,$299.99 ,New,maccomponentsengineered,maccomponentsengineered_fulFillSELF_B07DSTYXV8,34
https://www.amazon.com/gp/offer-listing/B07DSTYXV8,B07DSTYXV8,MCE 1TB SSD for MacBook Air 2015 and MacBook Air 2017: PCIe-Based 4 Lane (x4) NVMe SSD Flash Storage Upgrade - Requires macOS 10.13.x (High Sierra) or Later,4.5,0,$299.99 ,New,bkbtech,bkbtech_fulFillSELF_B07DSTYXV8,9
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$147.00 ,UsedVeryGood,perfectgadzhets,perfectgadzhets_fulFillSELF_B00YWN1X1Q,3
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$188.99 ,UsedLikeNew,fastshipbargain,fastshipbargain_fulFillSELF_B00YWN1X1Q,1
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$197.90 ,New,beetstech,beetstech_fulfillmentbyamazon_B00YWN1X1Q,1
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$189.99 ,UsedLikeNew,goldendeliciousinc.,goldendeliciousinc._fulFillSELF_B00YWN1X1Q,1
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$204.00 ,UsedLikeNew,beetstech,beetstech_fulFillSELF_B00YWN1X1Q,4
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$488.88 ,New,joltelectronics,joltelectronics_fulFillSELF_B00YWN1X1Q,3
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$184.90 ,New,integritytechinc.,integritytechinc._fulFillSELF_B00YWN1X1Q,1
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$192.00 ,UsedVeryGood,digilandllc,digilandllc_fulFillSELF_B00YWN1X1Q,20
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$193.98 ,UsedLikeNew,mglelectronics,mglelectronics_fulFillSELF_B00YWN1X1Q,20
https://www.amazon.com/gp/offer-listing/B00YWN1X1Q,B00YWN1X1Q,"Odyson - 512GB SSUAX SSD (PCIe 2.0 x2) Replacement for MacBook Pro 13"" Retina A1502/15 A1398 (Late 2013, Mid 2014)",4.6,8,$207.96 ,UsedGood,"powerbookmedic,llc","powerbookmedic,llc_fulFillSELF_B00YWN1X1Q",9
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$292.95 ,UsedVeryGood,castro'smacs,castro'smacs_fulFillSELF_B01NBAWWFL,2
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$399.99 ,New,joltelectronics,joltelectronics_fulFillSELF_B01NBAWWFL,11
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$294.00 ,UsedVeryGood,digilandllc,digilandllc_fulFillSELF_B01NBAWWFL,6
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$297.93 ,UsedLikeNew,mglelectronics,mglelectronics_fulFillSELF_B01NBAWWFL,1
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$297.97 ,UsedLikeNew,tekgalaxy,tekgalaxy_fulFillSELF_B01NBAWWFL,4
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$379.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B01NBAWWFL,2
https://www.amazon.com/gp/offer-listing/B01MXOLY8E,B01MXOLY8E,"Apple Genuine SSD 1 Tb NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW1T00 655-1995A",3.8,21,$599.95 ,UsedVeryGood,castro'smacs,castro'smacs_fulFillSELF_B01MXOLY8E,2
https://www.amazon.com/gp/offer-listing/B01MXOLY8E,B01MXOLY8E,"Apple Genuine SSD 1 Tb NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW1T00 655-1995A",3.8,21,$591.94 ,UsedLikeNew,integritytechinc.,integritytechinc._fulFillSELF_B01MXOLY8E,1
https://www.amazon.com/gp/offer-listing/B01MXOLY8E,B01MXOLY8E,"Apple Genuine SSD 1 Tb NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW1T00 655-1995A",3.8,21,$624.00 ,UsedLikeNew,mglelectronics,mglelectronics_fulFillSELF_B01MXOLY8E,1
https://www.amazon.com/gp/offer-listing/B07GVNYWWJ,B07GVNYWWJ,MCE 512GB SSD for MacBook Air 2015 and MacBook Air 2017: PCIe-Based 4 Lane (x4) NVMe SSD Flash Storage Upgrade - Requires macOS 10.13.x (High Sierra) or Later,5,1,$179.99 ,New,maccomponentsengineered,maccomponentsengineered_fulFillSELF_B07GVNYWWJ,12
